visit_date,number_of_visits,username,store_name,delivery_days,wh,gcu,barangay,city,long,lat,store_profile,last_delivered_date,has_tried_elista,delivered_order_ids,delivered_categories,bakit hindi umorder si customer?,latest_order_status,cancellation_reason,no_delivered_orders,bucket
,,cb725598u154,YenzLoizyl Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,124.00011834,10.39740615,Non Key Account,2024-03-18,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u155,Lea's store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,124.0002621,10.3972757,Non Key Account,2022-06-06,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725598u158,Jared Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,124.0002258,10.3981154,Non Key Account,2022-06-08,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u172,Jaden's Store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9856782,10.3944614,Non Key Account,2023-03-22,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725598u19,Miks Mix Store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9851089,10.3936643,Non Key Account,2026-04-15,No,,,,delivered,,0,P30D No Delivery (NKA)
,,cb725598u2,Aubrey Store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9876341,10.3965091,Non Key Account,2023-07-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u20,EJN store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9897786,10.3997306,Non Key Account,2022-10-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u22,Yeen Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9958306,10.4007293,Non Key Account,2022-12-23,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u23,Neneng Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9962119,10.4025514,Non Key Account,2022-10-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u25,Raquel Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9965645,10.4032373,Non Key Account,2023-07-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u26,Lhen's Trading Liloan branch,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9985649,10.3998089,Non Key Account,2022-06-10,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u27,Emro Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9975744,10.4116069,Non Key Account,2023-09-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u28,DNDC store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9959306,10.4115865,Non Key Account,2025-04-09,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u29,Marites Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9947545,10.4144746,Non Key Account,2022-11-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u3,Aby & Julia store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9945206,10.4149231,Non Key Account,2023-04-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u31,Nelzy's Place ,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9934251,10.4204802,Non Key Account,2022-06-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u32,Rosal's Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9933278,10.4207773,Non Key Account,2025-04-07,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u338,Bahak Prisharia Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9891892,10.4028622,Non Key Account,2022-10-26,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u35,Triple J&L store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9978097,10.407795,Non Key Account,2023-10-18,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u352,Nam Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9929021,10.4250013,Non Key Account,2022-11-11,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u354,Putot Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9946337,10.4202921,Non Key Account,2023-03-08,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u37,Dodo Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0024869,10.4302074,Non Key Account,2022-10-31,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u38,Jepoy Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0024464,10.4302743,Non Key Account,2024-09-13,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u4,Yohan's Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0020477,10.4321189,Non Key Account,2022-06-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u40,Jessie Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0017528,10.4332677,Non Key Account,2025-09-29,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u41,Ruby Ann Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0017025,10.4333306,Non Key Account,2023-07-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u44,Grace  Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.9986435,10.43262,Non Key Account,2022-10-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u45,JrJenz Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.99799487,10.43310855,Non Key Account,2023-06-23,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u46,Ellie's Sari sari Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0034192,10.4282474,Non Key Account,2023-09-18,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725598u47,Koishii Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0003666,10.4247928,Non Key Account,2023-07-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u48,Cristy Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0059552,10.427084,Non Key Account,2023-03-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u5,Miriam Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0037477,10.4270357,Non Key Account,2025-10-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u51,Christine Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9939628,10.42601,Non Key Account,2025-10-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u53,Michael Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9944493,10.42451,Non Key Account,2023-03-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u56,Jelandz Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9925221,10.4081512,Non Key Account,2024-11-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u66,Salmer Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9944223,10.4259873,Non Key Account,2022-08-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u67,Merlyn Sari sari Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9987093,10.4020019,Non Key Account,2022-06-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u68,Borbon Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9984656,10.40308,Non Key Account,2023-02-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u84,Lexil's Store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9843233,10.393105,Non Key Account,2022-10-19,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u85,Marciana Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9935432,10.400363,Non Key Account,2023-07-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u93,KJan Store ,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.98597823,10.3965311,Non Key Account,2023-03-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725598u94,Brigoli Store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9860087,10.3965295,Non Key Account,2022-12-02,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u126,Naomi's Store,"Monday, Wednesday, Friday",CB,CB01,Tayud,Liloan,124.0010655,10.3964907,Non Key Account,2023-07-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u129,Susana Store,"Monday, Wednesday, Friday",CB,CB01,Tayud,Liloan,123.9988565,10.4065239,Non Key Account,2022-06-06,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725600u130,HR Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9988855,10.4064413,Non Key Account,2022-06-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u132,Sokit Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,124.0011774,10.3970364,Non Key Account,2022-10-19,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u133,Kaluha Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9988079,10.4066554,Non Key Account,2023-07-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u134,Eden Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9988054,10.4066092,Non Key Account,2023-07-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u135,Rosalie Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9987395,10.4074725,Non Key Account,2023-09-27,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u136,Percy store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9988397,10.4065482,Non Key Account,2022-06-08,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u137,Marte Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9987846,10.4058135,Non Key Account,2026-02-09,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u138,Irving Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9988761,10.4058423,Non Key Account,2023-05-19,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725600u139,Leonie Eatery and Sarisari stor,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9999109,10.4034774,Non Key Account,2022-06-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u143,MUL Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.998161,10.399942,Non Key Account,2023-03-29,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u144,SBG Variety store,"Monday, Wednesday, Friday",CB,CB01,Tayud,Liloan,123.99797,10.4000708,Non Key Account,2023-10-04,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u147,Jinky Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9942084,10.4262033,Non Key Account,2022-11-09,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u148,Hazel Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9939016,10.4263092,Non Key Account,2024-05-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u150,Jeraldine Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9957338,10.411609,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u151,Genove Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9948592,10.4123958,Non Key Account,2022-07-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u152,Lyvia Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.990886,10.4323333,Non Key Account,2022-06-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u154,Amie Alferez Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.990971,10.4322787,Non Key Account,2022-11-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u155,Carol Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.9909594,10.4322874,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u156,Hasy Marie Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.9911841,10.4328704,Non Key Account,2022-11-21,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u158,Jennette Store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9858785,10.3964646,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u159,lene len store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.98736125,10.39763946,Non Key Account,2024-10-09,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u160,liezl Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9871292,10.39828968,Non Key Account,2023-03-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u162,Khemmy's Store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9854673,10.3940429,Non Key Account,2023-08-02,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u17,Riverianz Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9971565,10.4002706,Non Key Account,2023-03-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u171,Fily Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.004943,10.427446,Non Key Account,2023-10-20,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725600u172,Blaire Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0043426,10.4271011,Non Key Account,2024-11-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u173,Lili Ann Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0053859,10.4261183,Non Key Account,2022-11-18,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u174,Rhea Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0053858,10.4261128,Non Key Account,2022-10-21,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u175,Ramil Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.9995366,10.4345604,Non Key Account,2022-10-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u177,Chito's Place,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.9948763,10.433639,Non Key Account,2022-06-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u178,HARDRONIX VARIETY SHOP,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9974726,10.4174134,Non Key Account,2026-01-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u179,Glena Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9957528,10.4072781,Non Key Account,2022-11-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u18,Iyah's store,"Monday, Wednesday, Friday",CB,CB01,Tayud,Liloan,123.9895132,10.3992492,Non Key Account,2024-01-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u181,Rowena Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9973499,10.4122816,Non Key Account,2023-07-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u183,Flora Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.0063262,10.4251707,Non Key Account,2023-01-02,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u20,Melanie Perocho,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9902522,10.4004045,Non Key Account,2022-10-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u200,Elvira STORE,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.992984,10.433514,Non Key Account,2025-01-03,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u203,Vergie Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9973732,10.4122516,Non Key Account,2023-07-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u21,Flormon Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9912378,10.4016151,Non Key Account,2022-12-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u22,Ermac Agrivet Supply,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9910402,10.4016395,Non Key Account,2023-02-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u23,Oasis Angel Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.98967,10.407815,Non Key Account,2026-04-20,No,,,,pending,,0,P30D No Delivery (NKA)
,,cb725600u25,Gaga Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9920118,10.4011958,Non Key Account,2022-11-11,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u27,Gejie Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9980468,10.4072449,Non Key Account,2022-10-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u29,3L 's Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9966584,10.406923,Non Key Account,2022-06-08,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u31,Daylinda Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9954678,10.4073494,Non Key Account,2022-11-18,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u33,jerrylin Padigos Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.98840697,10.40321583,Non Key Account,2023-10-29,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u34,Vicente Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9959237,10.4083221,Non Key Account,2023-09-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u36,Janice Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9988769,10.4048513,Non Key Account,2023-09-01,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u385,Anna Rose Store ,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9976563,10.4177282,Non Key Account,2022-10-26,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u386,Glorelie store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.001768,10.4205866,Non Key Account,2023-04-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u391,Teayang Sarisari Store ,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.99229,10.4002463,Non Key Account,2023-01-04,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u392,E&A General Merchandise,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9995223,10.4025462,Non Key Account,2025-12-01,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u393,E&A General Merchandise ,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9994998,10.4025748,Non Key Account,2022-09-26,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u394,Aileen Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9977065,10.4203789,Non Key Account,2022-10-26,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u395,Lynlyn store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.00149951,10.42776881,Non Key Account,2023-08-25,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u407,Mylin store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9868679,10.3931969,Non Key Account,2025-08-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u408,Farla store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9940677,10.4218258,Non Key Account,2022-09-30,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725600u409,Emma Mata,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9940328,10.421861,Non Key Account,2022-08-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u410,Carlo Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9935813,10.4221295,Non Key Account,2022-08-15,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725600u411,Suhi Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9976771,10.4190397,Non Key Account,2022-10-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u415,Helen store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9971642,10.4182633,Non Key Account,2022-11-09,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u416,Rosemarie Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,124.006338,10.4258063,Non Key Account,2024-04-12,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u417,Lorena store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9967087,10.4157689,Non Key Account,2022-09-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u44,Rajan Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9904443,10.4018488,Non Key Account,2023-02-08,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u45,Andat Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.9989541,10.4060137,Non Key Account,2022-10-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u46,Tata store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9866002,10.395254,Non Key Account,2023-03-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u47,Chekai Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,123.998513,10.4058758,Non Key Account,2023-07-21,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725600u51,Jorich Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9953655,10.4138665,Non Key Account,2026-03-13,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u52,Joy store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9931681,10.4153049,Non Key Account,2022-06-20,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u53,Estay Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9918564,10.416941,Non Key Account,2022-11-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u54,Mandong lita Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.99177046,10.41695451,Non Key Account,2025-06-06,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u55,Bikbik Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9915619,10.4178539,Non Key Account,2025-04-07,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u56,Agnes Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9931973,10.4152739,Non Key Account,2023-08-07,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u59,Teresita Tanjay Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9939077,10.4148357,Non Key Account,2022-11-11,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u60,Nanay Nida Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9940713,10.4178442,Non Key Account,2022-12-05,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u61,Delia Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9937301,10.419379,Non Key Account,2022-10-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u62,Genelyn Bugtai,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.99203,10.4226403,Non Key Account,2023-03-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u63,Edith Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9904349,10.4241654,Non Key Account,2022-06-13,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u64,Tasing Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9905457,10.4245482,Non Key Account,2022-11-16,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u65,Mary Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9916353,10.4265049,Non Key Account,2022-11-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u66,Mildred Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.99166653,10.42663121,Non Key Account,2023-09-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u67,Jona & Cristine Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9916486,10.4266181,Non Key Account,2023-09-27,No,,,,cancelled,,0,Churned (60+ Days)
,,cb725600u68,Daniel's Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9927791,10.4260638,Non Key Account,2023-08-28,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u69,J&L Store,"Monday, Wednesday, Friday",CB,CB01,Tayud,Liloan,123.9911875,10.4265643,Non Key Account,2023-07-14,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u80,Monina's Sarisari store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.9965688,10.4249053,Non Key Account,2022-10-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u81,Cedrick Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.9914358,10.4281891,Non Key Account,2022-06-22,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u82,Romsheing Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9915533,10.4264711,Non Key Account,2022-06-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u83,Danlyn Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.9926253,10.429577,Non Key Account,2023-08-07,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u84,Rosmie Store,"Monday, Wednesday, Friday",CB,CB01,Cotcot,Liloan,123.9925953,10.429674,Non Key Account,2025-06-13,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u86,Gemma Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9922458,10.4296931,Non Key Account,2023-11-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u87,Charlie Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9979741,10.4217887,Non Key Account,2024-04-24,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u88,Diboy Store,"Monday, Wednesday, Friday",CB,CB01,Jubay,Liloan,123.9911593,10.4198518,Non Key Account,2024-04-15,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u98,Kris Jay Store,"Monday, Wednesday, Friday",CB,CB01,Poblacion,Liloan,124.0012697,10.3971587,Non Key Account,2022-06-17,No,,,,delivered,,0,Churned (60+ Days)
,,cb725600u99,Jojo Store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9873986,10.3949142,Non Key Account,2025-05-23,No,,,,delivered,,0,Churned (60+ Days)
,,cb725630u64,Wyeth store,"Monday, Wednesday, Friday",CB,CB01,Yati,Liloan,123.9844428,10.3928383,Non Key Account,2023-07-14,No,,,,cancelled,,0,Churned (60+ Days)
,,fa220825u91464,Molinas Eatery and Sari2x Store,"Monday, Wednesday, Friday",CB,CB01,Estaca,Compostela,124.0043849,10.4320705,Non Key Account,2022-08-31,No,,,,delivered,,0,Churned (60+ Days)
,,fa220827u13175,Lhee daness store,"Monday, Wednesday, Friday",CB,CB01,Estaca,Compostela,124.0042977,10.4309704,Non Key Account,2022-09-05,No,,,,delivered,,0,Churned (60+ Days)
